label,unit,attr,imgType
1551,1,input,none
1552,63,input,none
1553,20,input,none
1554,97,input,none
1555,94,input,none
1556,58,input,none
1557,40,input,none
1558,12,input,none
1559,39,input,none
1560,56,input,none
1561,2,input,none
1562,84,input,none
1563,68,input,none
1564,62,input,none
1565,34,input,none
1566,9,input,none
1567,96,input,none
1568,99,input,none
1569,31,input,none
1570,79,input,none
1571,71,input,none
1572,55,input,none
1573,81,input,none
1574,42,input,none
1575,15,input,none
1576,71,input,none
1577,63,input,none
1578,72,input,none
1579,30,input,none
1580,8,input,none
1581,0,input,none
1582,80,input,none
1583,18,input,none
1584,94,input,none
1585,99,input,none
1586,39,input,none
1587,96,input,none
1588,83,input,none
1589,52,input,none
1590,6,input,none
1591,5,input,none
1592,69,input,none
1593,57,input,none
1594,5,input,none
1595,67,input,none
1596,18,input,none
1597,60,input,none
1598,70,input,none
1599,39,input,none
1600,5,input,none
1601,80,input,none
1602,99,input,none
1603,30,input,none
1604,77,input,none
1605,93,input,none
1606,89,input,none
1607,19,input,none
1608,10,input,none
1609,67,input,none
1610,37,input,none
1611,2,input,none
1612,69,input,none
1613,63,input,none
1614,9,input,none
1615,57,input,none
1616,31,input,none
1617,9,input,none
1618,8,input,none
1619,69,input,none
1620,2,input,none
1621,59,input,none
1622,62,input,none
1623,99,input,none
1624,62,input,none
1625,98,input,none
1626,66,input,none
1627,61,input,none
1628,35,input,none
1629,34,input,none
1630,39,input,none
1631,3,input,none
1632,60,input,none
1633,55,input,none
1634,67,input,none
1635,99,input,none
1636,79,input,none
1637,37,input,none
1638,79,input,none
1639,62,input,none
1640,72,input,none
1641,12,input,none
1642,99,input,none
1643,51,input,none
1644,80,input,none
1645,60,input,none
1646,58,input,none
1647,12,input,none
1648,9,input,none
1649,90,input,none
1650,75,input,none
1651,79,input,none
1652,19,input,none
1653,80,input,none
1654,55,input,none
1655,1,input,none
1656,42,input,none
1657,8,input,none
1658,84,input,none
1659,60,input,none
1660,64,input,none
1661,93,input,none
1662,75,input,none
1663,2,input,none
1664,27,input,none
1665,0,input,none
1666,51,input,none
1667,27,input,none
1668,46,input,none
1669,37,input,none
1670,41,input,none
1671,83,input,none
1672,95,input,none
1673,20,input,none
1674,40,input,none
1675,73,input,none
1676,64,input,none
1677,27,input,none
1678,79,input,none
1679,91,input,none
1680,93,input,none
1681,94,input,none
1682,99,input,none
1683,3,input,none
1684,48,input,none
1685,28,input,none
1686,13,input,none
1687,28,input,none
1688,89,input,none
1689,90,input,none
1690,98,input,none
1691,92,input,none
1692,31,input,none
1693,19,input,none
1694,56,input,none
1695,36,input,none
1696,3,input,none
1697,91,input,none
1698,4,input,none
1699,48,input,none
1700,4,input,none
1701,79,input,none
1702,17,input,none
1703,93,input,none
1704,66,input,none
1705,94,input,none
1706,76,input,none
1707,10,input,none
1708,50,input,none
1709,42,input,none
1710,1,input,none
1711,95,input,none
1712,37,input,none
1713,65,input,none
1714,75,input,none
1715,19,input,none
1716,94,input,none
1717,23,input,none
1718,0,input,none
1719,42,input,none
1720,39,input,none
1721,80,input,none
1722,8,input,none
1723,95,input,none
1724,96,input,none
1725,96,input,none
1726,43,input,none
1727,15,input,none
1728,1,input,none
1729,66,input,none
1730,4,input,none
1731,98,input,none
1732,24,input,none
1733,86,input,none
1734,45,input,none
1735,5,input,none
1736,93,input,none
1737,64,input,none
1738,0,input,none
1739,2,input,none
1740,12,input,none
1741,29,input,none
1742,69,input,none
1743,39,input,none
1744,96,input,none
1745,37,input,none
1746,80,input,none
1747,0,input,none
1748,19,input,none
1749,6,input,none
1750,49,input,none
1751,91,input,none
1752,62,input,none
1753,2,input,none
1754,29,input,none
1755,21,input,none
1756,2,input,none
1757,20,input,none
1758,3,input,none
1759,13,input,none
1760,65,input,none
1761,2,input,none
1762,46,input,none
1763,99,input,none
1764,20,input,none
1765,85,input,none
1766,12,input,none
1767,68,input,none
1768,95,input,none
1769,90,input,none
1770,57,input,none
1771,16,input,none
1772,62,input,none
1773,57,input,none
1774,93,input,none
1775,32,input,none
1776,56,input,none
1777,3,input,none
1778,67,input,none
1779,67,input,none
1780,18,input,none
1781,69,input,none
1782,96,input,none
1783,30,input,none
1784,54,input,none
1785,34,input,none
1786,66,input,none
1787,99,input,none
1788,54,input,none
1789,79,input,none
1790,11,input,none
1791,80,input,none
1792,59,input,none
1793,44,input,none
1794,28,input,none
1795,2,input,none
1796,25,input,none
1797,93,input,none
1798,31,input,none
1799,3,input,none
1800,13,input,none
1801,98,input,none
1802,19,input,none
1803,64,input,none
1804,37,input,none
1805,73,input,none
1806,52,input,none
1807,49,input,none
1808,38,input,none
1809,66,input,none
1810,5,input,none
1811,2,input,none
1812,71,input,none
1813,60,input,none
1814,94,input,none
1815,82,input,none
1816,40,input,none
1817,5,input,none
1818,7,input,none
1819,92,input,none
1820,43,input,none
1821,12,input,none
1822,52,input,none
1823,3,input,none
1824,0,input,none
1825,30,input,none
1826,33,input,none
1827,0,input,none
1828,19,input,none
1829,15,input,none
1830,33,input,none
1831,80,input,none
1832,29,input,none
1833,87,input,none
1834,75,input,none
1835,20,input,none
1836,99,input,none
1837,49,input,none
1838,13,input,none
1839,69,input,none
1840,53,input,none
1841,23,input,none
1842,23,input,none
1843,49,input,none
1844,75,input,none
1845,9,input,none
1846,82,input,none
1847,52,input,none
1848,82,input,none
1849,64,input,none
1850,3,input,none
1851,90,input,none
1852,26,input,none
1853,0,input,none
1854,69,input,none
1855,71,input,none
1856,60,input,none
1857,92,input,none
1858,41,input,none
1859,28,input,none
1860,65,input,none
1861,43,input,none
1862,49,input,none
1863,2,input,none
1864,69,input,none
1865,42,input,none
1866,56,input,none
1867,79,input,none
1868,71,input,none
1869,3,input,none
1870,93,input,none
1871,35,input,none
1872,96,input,none
1873,53,input,none
1874,60,input,none
1875,32,input,none
1876,64,input,none
1877,46,input,none
1878,99,input,none
1879,98,input,none
1880,0,input,none
1881,9,input,none
1882,9,input,none
1883,1,input,none
1884,0,input,none
1885,43,input,none
1886,69,input,none
1887,40,input,none
1888,16,input,none
1889,80,input,none
1890,32,input,none
1891,58,input,none
1892,18,input,none
1893,48,input,none
1894,62,input,none
1895,69,input,none
1896,80,input,none
1897,93,input,none
1898,64,input,none
1899,16,input,none
1900,25,input,none
1901,99,input,none
1902,93,input,none
1903,80,input,none
1904,7,input,none
1905,4,input,none
1906,99,input,none
1907,74,input,none
1908,72,input,none
1909,2,input,none
1910,90,input,none
1911,62,input,none
1912,5,input,none
1913,40,input,none
1914,97,input,none
1915,99,input,none
1916,44,input,none
1917,19,input,none
1918,21,input,none
1919,39,input,none
1920,51,input,none
1921,55,input,none
1922,93,input,none
1923,39,input,none
1924,96,input,none
1925,80,input,none
1926,9,input,none
1927,2,input,none
1928,69,input,none
1929,86,input,none
1930,47,input,none
1931,31,input,none
1932,29,input,none
1933,40,input,none
1934,54,input,none
1935,91,input,none
1936,89,input,none
1937,10,input,none
1938,68,input,none
1939,98,input,none
1940,30,input,none
1941,93,input,none
1942,39,input,none
1943,44,input,none
1944,93,input,none
1945,79,input,none
1946,26,input,none
1947,27,input,none
1948,96,input,none
1949,49,input,none
1950,33,input,none
1951,59,input,none
1952,22,input,none
1953,95,input,none
1954,34,input,none
1955,92,input,none
1956,20,input,none
1957,8,input,none
1958,96,input,none
1959,0,input,none
1960,80,input,none
1961,34,input,none
1962,94,input,none
1963,7,input,none
1964,2,input,none
1965,0,input,none
1966,93,input,none
1967,24,input,none
1968,23,input,none
1969,42,input,none
1970,91,input,none
1971,58,input,none
1972,69,input,none
1973,90,input,none
1974,8,input,none
1975,97,input,none
1976,70,input,none
1977,18,input,none
1978,97,input,none
1979,99,input,none
1980,52,input,none
1981,14,input,none
1982,55,input,none
1983,29,input,none
1984,23,input,none
1985,76,input,none
1986,50,input,none
1987,36,input,none
1988,0,input,none
1989,31,input,none
1990,55,input,none
1991,82,input,none
1992,9,input,none
1993,39,input,none
1994,67,input,none
1995,52,input,none
1996,13,input,none
1997,7,input,none
1998,39,input,none
1999,99,input,none
2000,9,input,none
2001,2,input,none
2002,95,input,none
2003,65,input,none
2004,29,input,none
2005,52,input,none
2006,76,input,none
2007,15,input,none
2008,94,input,none
2009,90,input,none
2010,45,input,none
2011,0,input,none
2012,42,input,none
2013,14,input,none
2014,19,input,none
2015,82,input,none
2016,60,input,none
2017,92,input,none
2018,1,input,none
2019,62,input,none
2020,39,input,none
2021,73,input,none
2022,43,input,none
2023,31,input,none
2024,73,input,none
2025,59,input,none
2026,74,input,none
2027,98,input,none
2028,53,input,none
2029,57,input,none
2030,66,input,none
2031,30,input,none
2032,24,input,none
2033,69,input,none
2034,0,input,none
2035,73,input,none
2036,65,input,none
2037,1,input,none
2038,53,input,none
2039,96,input,none
2040,29,input,none
2041,5,input,none
2042,90,input,none
2043,5,input,none
2044,39,input,none
2045,95,input,none
2046,30,input,none
2047,92,input,none
2048,4,input,none
2049,7,input,none
2050,65,input,none
2051,64,input,none
2052,26,input,none
2053,29,input,none
2054,61,input,none
2055,1,input,none
2056,57,input,none
2057,49,input,none
2058,17,input,none
2059,37,input,none
2060,20,input,none
2061,80,input,none
2062,63,input,none
2063,97,input,none
2064,42,input,none
2065,19,input,none
2066,71,input,none
2067,2,input,none
2068,20,input,none
2069,99,input,none
2070,58,input,none
2071,34,input,none
2072,71,input,none
2073,74,input,none
2074,99,input,none
2075,5,input,none
2076,48,input,none
2077,59,input,none
2078,99,input,none
2079,17,input,none
2080,85,input,none
2081,58,input,none
2082,48,input,none
2083,92,input,none
2084,30,input,none
2085,48,input,none
2086,20,input,none
2087,44,input,none
2088,75,input,none
2089,8,input,none
2090,91,input,none
2091,23,input,none
2092,12,input,none
2093,85,input,none
2094,59,input,none
2095,30,input,none
2096,71,input,none
2097,62,input,none
2098,39,input,none
2099,23,input,none
2100,55,input,none
2101,47,input,none
2102,91,input,none
2103,2,input,none
2104,73,input,none
2105,10,input,none
2106,7,input,none
2107,8,input,none
2108,79,input,none
2109,90,input,none
2110,6,input,none
2111,94,input,none
2112,83,input,none
2113,97,input,none
2114,30,input,none
2115,19,input,none
2116,60,input,none
2117,98,input,none
2118,67,input,none
2119,67,input,none
2120,95,input,none
2121,44,input,none
2122,48,input,none
2123,97,input,none
2124,42,input,none
2125,24,input,none
2126,8,input,none
2127,71,input,none
2128,49,input,none
2129,83,input,none
2130,75,input,none
2131,98,input,none
2132,52,input,none
2133,77,input,none
2134,92,input,none
2135,83,input,none
2136,48,input,none
2137,93,input,none
2138,79,input,none
2139,9,input,none
2140,68,input,none
2141,23,input,none
2142,84,input,none
2143,80,input,none
2144,79,input,none
2145,80,input,none
2146,90,input,none
2147,75,input,none
2148,79,input,none
2149,0,input,none
2150,59,input,none
2151,99,input,none
2152,49,input,none
2153,60,input,none
2154,52,input,none
2155,90,input,none
2156,23,input,none
2157,45,input,none
2158,16,input,none
2159,6,input,none
2160,93,input,none
2161,2,input,none
2162,8,input,none
2163,95,input,none
2164,31,input,none
2165,30,input,none
2166,9,input,none
2167,41,input,none
2168,59,input,none
2169,13,input,none
2170,69,input,none
2171,93,input,none
2172,70,input,none
2173,55,input,none
2174,32,input,none
2175,79,input,none
2176,90,input,none
2177,80,input,none
2178,9,input,none
2179,69,input,none
2180,99,input,none
2181,7,input,none
2182,67,input,none
2183,56,input,none
2184,2,input,none
2185,33,input,none
2186,59,input,none
2187,32,input,none
2188,49,input,none
2189,0,input,none
2190,66,input,none
2191,39,input,none
2192,92,input,none
2193,47,input,none
2194,9,input,none
2195,11,input,none
2196,69,input,none
2197,0,input,none
2198,92,input,none
2199,9,input,none
2200,98,input,none
2201,29,input,none
2202,9,input,none
2203,50,input,none
2204,61,input,none
2205,95,input,none
2206,51,input,none
2207,27,input,none
2208,42,input,none
2209,80,input,none
2210,99,input,none
2211,37,input,none
2212,62,input,none
2213,10,input,none
2214,79,input,none
2215,96,input,none
2216,97,input,none
2217,49,input,none
2218,71,input,none
2219,42,input,none
2220,95,input,none
2221,23,input,none
2222,40,input,none
2223,36,input,none
2224,78,input,none
2225,92,input,none
2226,19,input,none
2227,20,input,none
2228,48,input,none
2229,3,input,none
2230,0,input,none
2231,23,input,none
2232,90,input,none
2233,13,input,none
2234,48,input,none
2235,94,input,none
2236,86,input,none
2237,38,input,none
2238,94,input,none
2239,49,input,none
2240,74,input,none
2241,93,input,none
2242,39,input,none
2243,38,input,none
2244,9,input,none
2245,46,input,none
2246,31,input,none
2247,6,input,none
2248,5,input,none
2249,23,input,none
2250,33,input,none
2251,99,input,none
2252,92,input,none
2253,5,input,none
2254,15,input,none
2255,39,input,none
2256,27,input,none
2257,94,input,none
2258,82,input,none
2259,27,input,none
2260,39,input,none
2261,28,input,none
2262,30,input,none
2263,68,input,none
2264,19,input,none
2265,79,input,none
2266,17,input,none
2267,30,input,none
2268,10,input,none
2269,98,input,none
2270,45,input,none
2271,2,input,none
2272,0,input,none
2273,75,input,none
2274,0,input,none
2275,0,input,none
2276,99,input,none
2277,44,input,none
2278,90,input,none
2279,99,input,none
2280,79,input,none
2281,62,input,none
2282,94,input,none
2283,84,input,none
2284,79,input,none
2285,20,input,none
2286,70,input,none
2287,31,input,none
2288,30,input,none
2289,3,input,none
2290,71,input,none
2291,48,input,none
2292,68,input,none
2293,19,input,none
2294,93,input,none
2295,47,input,none
2296,53,input,none
2297,31,input,none
2298,7,input,none
2299,55,input,none
2300,59,input,none
2301,48,input,none
2302,27,input,none
2303,97,input,none
2304,6,input,none
2305,69,input,none
2306,17,input,none
2307,59,input,none
2308,5,input,none
2309,96,input,none
2310,76,input,none
2311,9,input,none
2312,0,input,none
2313,26,input,none
2314,96,input,none
2315,5,input,none
2316,69,input,none
2317,7,input,none
2318,78,input,none
2319,58,input,none
2320,70,input,none
2321,0,input,none
2322,31,input,none
2323,35,input,none
2324,83,input,none
2325,3,input,none
2326,0,input,none
2327,40,input,none
2328,45,input,none
2329,62,input,none
2330,95,input,none
2331,5,input,none
2332,59,input,none
2333,19,input,none
2334,46,input,none
2335,53,input,none
2336,46,input,none
2337,97,input,none
2338,51,input,none
2339,30,input,none
2340,76,input,none
2341,99,input,none
2342,33,input,none
2343,44,input,none
2344,84,input,none
2345,30,input,none
2346,99,input,none
2347,94,input,none
2348,54,input,none
2349,0,input,none
2350,66,input,none
2351,37,input,none
2352,15,input,none
2353,99,input,none
2354,47,input,none
2355,28,input,none
2356,65,input,none
2357,56,input,none
2358,7,input,none
2359,87,input,none
2360,55,input,none
2361,66,input,none
2362,55,input,none
2363,15,input,none
2364,49,input,none
2365,96,input,none
2366,99,input,none
2367,1,input,none
2368,52,input,none
2369,48,input,none
2370,30,input,none
2371,21,input,none
2372,57,input,none
2373,99,input,none
2374,52,input,none
2375,80,input,none
2376,20,input,none
2377,78,input,none
2378,9,input,none
2379,97,input,none
2380,94,input,none
2381,26,input,none
2382,59,input,none
2383,22,input,none
2384,1,input,none
2385,86,input,none
2386,56,input,none
2387,41,input,none
2388,52,input,none
2389,91,input,none
2390,59,input,none
2391,59,input,none
2392,44,input,none
2393,33,input,none
2394,55,input,none
2395,9,input,none
2396,0,input,none
2397,93,input,none
2398,88,input,none
2399,64,input,none
2400,90,input,none
2401,27,input,none
2402,66,input,none
2403,58,input,none
2404,80,input,none
2405,37,input,none
2406,32,input,none
2407,91,input,none
2408,46,input,none
2409,60,input,none
2410,70,input,none
2411,65,input,none
2412,40,input,none
2413,17,input,none
2414,60,input,none
2415,94,input,none
2416,46,input,none
2417,63,input,none
2418,5,input,none
2419,80,input,none
2420,97,input,none
2421,99,input,none
2422,59,input,none
2423,65,input,none
2424,79,input,none
2425,99,input,none
2426,88,input,none
2427,75,input,none
2428,75,input,none
2429,18,input,none
2430,5,input,none
2431,9,input,none
2432,69,input,none
2433,59,input,none
2434,5,input,none
2435,98,input,none
2436,48,input,none
2437,92,input,none
2438,58,input,none
2439,90,input,none
2440,7,input,none
2441,44,input,none
2442,80,input,none
2443,32,input,none
2444,99,input,none
2445,46,input,none
2446,17,input,none
2447,15,input,none
2448,47,input,none
2449,3,input,none
2450,48,input,none
2451,69,input,none
2452,32,input,none
2453,39,input,none
2454,26,input,none
2455,62,input,none
2456,49,input,none
2457,30,input,none
2458,79,input,none
2459,2,input,none
2460,14,input,none
2461,94,input,none
2462,91,input,none
2463,90,input,none
2464,1,input,none
2465,93,input,none
2466,95,input,none
2467,62,input,none
2468,87,input,none
2469,67,input,none
2470,97,input,none
2471,0,input,none
2472,21,input,none
2473,60,input,none
2474,74,input,none
2475,84,input,none
2476,64,input,none
2477,79,input,none
2478,20,input,none
2479,10,input,none
2480,84,input,none
2481,99,input,none
2482,77,input,none
2483,99,input,none
2484,78,input,none
2485,13,input,none
2486,98,input,none
2487,20,input,none
2488,30,input,none
2489,24,input,none
2490,20,input,none
2491,99,input,none
2492,27,input,none
2493,24,input,none
2494,51,input,none
2495,90,input,none
2496,94,input,none
2497,13,input,none
2498,52,input,none
2499,23,input,none
2500,50,input,none
2501,90,input,none
2502,39,input,none
2503,39,input,none
2504,62,input,none
2505,52,input,none
2506,46,input,none
2507,20,input,none
2508,37,input,none
2509,39,input,none
2510,95,input,none
2511,58,input,none
2512,39,input,none
2513,7,input,none
2514,63,input,none
2515,87,input,none
2516,10,input,none
2517,9,input,none
2518,9,input,none
2519,61,input,none
2520,79,input,none
2521,61,input,none
2522,2,input,none
2523,19,input,none
2524,23,input,none
2525,36,input,none
2526,3,input,none
2527,24,input,none
2528,23,input,none
2529,52,input,none
2530,96,input,none
2531,0,input,none
2532,99,input,none
2533,77,input,none
2534,25,input,none
2535,13,input,none
2536,90,input,none
2537,61,input,none
2538,61,input,none
2539,88,input,none
2540,59,input,none
2541,90,input,none
2542,14,input,none
2543,69,input,none
2544,81,input,none
2545,80,input,none
2546,7,input,none
2547,60,input,none
2548,60,input,none
2549,34,input,none
2550,10,input,none
2551,82,input,none
2552,46,input,none
2553,93,input,none
2554,28,input,none
2555,72,input,none
2556,80,input,none
2557,28,input,none
2558,81,input,none
2559,33,input,none
2560,50,input,none
2561,75,input,none
2562,75,input,none
2563,65,input,none
2564,11,input,none
2565,8,input,none
2566,6,input,none
2567,39,input,none
2568,79,input,none
2569,29,input,none
2570,17,input,none
2571,51,input,none
2572,42,input,none
2573,16,input,none
2574,40,input,none
2575,68,input,none
2576,72,input,none
2577,3,input,none
2578,30,input,none
2579,29,input,none
2580,39,input,none
2581,98,input,none
2582,86,input,none
2583,94,input,none
2584,18,input,none
2585,49,input,none
2586,70,input,none
2587,27,input,none
2588,73,input,none
2589,70,input,none
2590,97,input,none
2591,92,input,none
2592,21,input,none
2593,89,input,none
2594,90,input,none
2595,84,input,none
2596,21,input,none
2597,65,input,none
2598,53,input,none
2599,88,input,none
2600,73,input,none
2601,16,input,none
2602,90,input,none
2603,30,input,none
2604,70,input,none
2605,90,input,none
2606,69,input,none
2607,65,input,none
2608,13,input,none
2609,62,input,none
2610,93,input,none
2611,71,input,none
2612,25,input,none
2613,1,input,none
2614,2,input,none
2615,30,input,none
2616,92,input,none
2617,72,input,none
2618,77,input,none
2619,39,input,none
2620,62,input,none
2621,9,input,none
2622,23,input,none
2623,3,input,none
2624,68,input,none
2625,46,input,none
2626,46,input,none
2627,90,input,none
2628,79,input,none
2629,57,input,none
2630,71,input,none
2631,40,input,none
2632,99,input,none
2633,5,input,none
2634,97,input,none
2635,72,input,none
2636,0,input,none
2637,7,input,none
2638,37,input,none
2639,99,input,none
2640,37,input,none
2641,46,input,none
2642,45,input,none
2643,87,input,none
2644,39,input,none
2645,6,input,none
2646,97,input,none
2647,55,input,none
2648,46,input,none
2649,40,input,none
2650,70,input,none
2651,15,input,none
2652,1,input,none
2653,69,input,none
2654,9,input,none
2655,72,input,none
2656,89,input,none
2657,40,input,none
2658,94,input,none
2659,1,input,none
2660,39,input,none
2661,80,input,none
2662,91,input,none
2663,5,input,none
2664,95,input,none
2665,79,input,none
2666,40,input,none
2667,51,input,none
2668,38,input,none
2669,55,input,none
2670,7,input,none
2671,99,input,none
2672,14,input,none
2673,35,input,none
2674,95,input,none
2675,9,input,none
2676,23,input,none
2677,62,input,none
2678,57,input,none
2679,8,input,none
2680,91,input,none
2681,6,input,none
2682,1,input,none
2683,90,input,none
2684,0,input,none
2685,94,input,none
2686,49,input,none
2687,0,input,none
2688,80,input,none
2689,74,input,none
2690,92,input,none
2691,69,input,none
2692,54,input,none
2693,91,input,none
2694,7,input,none
2695,62,input,none
2696,94,input,none
2697,98,input,none
2698,57,input,none
2699,93,input,none
2700,99,input,none
2701,51,input,none
2702,42,input,none
2703,5,input,none
2704,61,input,none
2705,96,input,none
2706,3,input,none
2707,70,input,none
2708,78,input,none
2709,28,input,none
2710,8,input,none
2711,75,input,none
2712,8,input,none
2713,79,input,none
2714,36,input,none
2715,64,input,none
2716,89,input,none
2717,7,input,none
2718,93,input,none
2719,97,input,none
2720,63,input,none
2721,71,input,none
2722,54,input,none
2723,69,input,none
2724,48,input,none
2725,29,input,none
2726,97,input,none
2727,89,input,none
2728,97,input,none
2729,49,input,none
2730,14,input,none
2731,45,input,none
2732,91,input,none
2733,4,input,none
2734,33,input,none
2735,99,input,none
2736,1,input,none
2737,73,input,none
2738,9,input,none
2739,33,input,none
2740,0,input,none
2741,16,input,none
2742,60,input,none
2743,90,input,none
2744,93,input,none
2745,29,input,none
2746,80,input,none
2747,34,input,none
2748,69,input,none
2749,92,input,none
2750,33,input,none
2751,8,input,none
2752,64,input,none
2753,29,input,none
2754,6,input,none
2755,59,input,none
2756,77,input,none
2757,48,input,none
2758,39,input,none
2759,60,input,none
2760,65,input,none
2761,28,input,none
2762,1,input,none
2763,65,input,none
2764,27,input,none
2765,33,input,none
2766,37,input,none
2767,51,input,none
2768,30,input,none
2769,94,input,none
2770,85,input,none
2771,41,input,none
2772,54,input,none
2773,66,input,none
2774,33,input,none
2775,34,input,none
2776,75,input,none
2777,35,input,none
2778,71,input,none
2779,45,input,none
2780,5,input,none
2781,51,input,none
2782,20,input,none
2783,20,input,none
2784,3,input,none
2785,39,input,none
2786,34,input,none
2787,69,input,none
2788,79,input,none
2789,29,input,none
2790,42,input,none
2791,3,input,none
2792,4,input,none
2793,97,input,none
2794,17,input,none
2795,82,input,none
2796,39,input,none
2797,99,input,none
2798,71,input,none
2799,84,input,none
2800,15,input,none
2801,7,input,none
2802,50,input,none
2803,33,input,none
2804,9,input,none
2805,3,input,none
2806,40,input,none
2807,94,input,none
2808,66,input,none
2809,88,input,none
2810,90,input,none
2811,33,input,none
2812,59,input,none
2813,30,input,none
2814,92,input,none
2815,9,input,none
2816,27,input,none
2817,9,input,none
2818,45,input,none
2819,0,input,none
2820,39,input,none
2821,66,input,none
2822,0,input,none
2823,8,input,none
2824,36,input,none
2825,81,input,none
2826,52,input,none
2827,69,input,none
2828,48,input,none
2829,45,input,none
2830,80,input,none
2831,25,input,none
2832,21,input,none
2833,2,input,none
2834,13,input,none
2835,83,input,none
2836,97,input,none
2837,4,input,none
2838,18,input,none
2839,91,input,none
2840,63,input,none
2841,35,input,none
2842,92,input,none
2843,0,input,none
2844,64,input,none
2845,63,input,none
2846,39,input,none
2847,87,input,none
2848,97,input,none
2849,60,input,none
2850,86,input,none
2851,9,input,none
2852,31,input,none
2853,14,input,none
2854,6,input,none
2855,9,input,none
2856,69,input,none
2857,90,input,none
2858,20,input,none
2859,96,input,none
2860,65,input,none
2861,57,input,none
2862,97,input,none
2863,79,input,none
2864,30,input,none
2865,70,input,none
2866,29,input,none
2867,92,input,none
2868,98,input,none
2869,4,input,none
2870,79,input,none
2871,93,input,none
2872,6,input,none
2873,99,input,none
2874,47,input,none
2875,25,input,none
2876,0,input,none
2877,39,input,none
2878,35,input,none
2879,68,input,none
2880,33,input,none
2881,85,input,none
2882,53,input,none
2883,65,input,none
2884,2,input,none
2885,90,input,none
2886,91,input,none
2887,42,input,none
2888,82,input,none
2889,57,input,none
2890,96,input,none
2891,1,input,none
2892,93,input,none
2893,30,input,none
2894,16,input,none
2895,26,input,none
2896,59,input,none
2897,85,input,none
2898,48,input,none
2899,39,input,none
2900,59,input,none
2901,91,input,none
2902,88,input,none
2903,14,input,none
2904,19,input,none
2905,62,input,none
2906,53,input,none
2907,9,input,none
2908,19,input,none
2909,84,input,none
2910,53,input,none
2911,55,input,none
2912,49,input,none
2913,9,input,none
2914,39,input,none
2915,49,input,none
2916,20,input,none
2917,3,input,none
2918,37,input,none
2919,59,input,none
2920,70,input,none
2921,46,input,none
2922,80,input,none
2923,0,input,none
2924,87,input,none
2925,56,input,none
2926,37,input,none
2927,62,input,none
2928,20,input,none
2929,4,input,none
2930,19,input,none
2931,42,input,none
2932,80,input,none
2933,48,input,none
2934,5,input,none
2935,98,input,none
2936,45,input,none
2937,62,input,none
2938,70,input,none
2939,43,input,none
2940,93,input,none
2941,80,input,none
2942,72,input,none
2943,94,input,none
2944,43,input,none
2945,61,input,none
2946,93,input,none
2947,46,input,none
2948,49,input,none
2949,99,input,none
2950,62,input,none
2951,68,input,none
2952,2,input,none
2953,94,input,none
2954,83,input,none
2955,3,input,none
2956,0,input,none
2957,20,input,none
2958,51,input,none
2959,23,input,none
2960,49,input,none
2961,1,input,none
2962,88,input,none
2963,89,input,none
2964,3,input,none
2965,66,input,none
2966,95,input,none
2967,23,input,none
2968,92,input,none
2969,18,input,none
2970,0,input,none
2971,39,input,none
2972,20,input,none
2973,54,input,none
2974,74,input,none
2975,21,input,none
2976,74,input,none
2977,0,input,none
2978,76,input,none
2979,92,input,none
2980,20,input,none
2981,3,input,none
2982,67,input,none
2983,48,input,none
2984,9,input,none
2985,47,input,none
2986,1,input,none
2987,98,input,none
2988,93,input,none
2989,49,input,none
2990,31,input,none
2991,33,input,none
2992,79,input,none
2993,73,input,none
2994,35,input,none
2995,94,input,none
2996,84,input,none
2997,60,input,none
2998,39,input,none
2999,0,input,none
3000,20,input,none
3001,62,input,none
3002,18,input,none
3003,48,input,none
3004,28,input,none
3005,9,input,none
3006,97,input,none
3007,30,input,none
3008,5,input,none
3009,11,input,none
3010,39,input,none
3011,60,input,none
3012,20,input,none
3013,99,input,none
3014,9,input,none
3015,97,input,none
3016,82,input,none
3017,6,input,none
3018,55,input,none
3019,50,input,none
3020,65,input,none
3021,52,input,none
3022,41,input,none
3023,37,input,none
3024,67,input,none
3025,15,input,none
3026,75,input,none
3027,62,input,none
3028,63,input,none
3029,9,input,none
3030,53,input,none
3031,98,input,none
3032,64,input,none
3033,1,input,none
3034,38,input,none
3035,60,input,none
3036,61,input,none
3037,99,input,none
3038,11,input,none
3039,43,input,none
3040,9,input,none
3041,60,input,none
3042,31,input,none
3043,90,input,none
3044,39,input,none
3045,19,input,none
3046,53,input,none
3047,53,input,none
3048,99,input,none
3049,8,input,none
3050,75,input,none
3051,65,input,none
3052,65,input,none
3053,65,input,none
3054,98,input,none
3055,20,input,none
3056,4,input,none
3057,71,input,none
3058,42,input,none
3059,63,input,none
3060,27,input,none
3061,46,input,none
3062,7,input,none
3063,20,input,none
3064,91,input,none
3065,76,input,none
3066,0,input,none
3067,86,input,none
3068,94,input,none
3069,9,input,none
3070,57,input,none
3071,19,input,none
3072,30,input,none
3073,60,input,none
3074,0,input,none
3075,40,input,none
3076,55,input,none
3077,58,input,none
3078,51,input,none
3079,15,input,none
3080,2,input,none
3081,94,input,none
3082,9,input,none
3083,39,input,none
3084,9,input,none
3085,60,input,none
3086,50,input,none
3087,29,input,none
3088,59,input,none
3089,35,input,none
3090,9,input,none
3091,97,input,none
3092,36,input,none
3093,64,input,none
3094,94,input,none
3095,94,input,none
3096,97,input,none
3097,51,input,none
3098,53,input,none
3099,68,input,none
3100,32,input,none
3101,14,input,none
3102,32,input,none
3103,86,input,none
3104,40,input,none
