label,unit,attr,imgType
1-1,110,input,jpg
1-2,80,input,jpg
1-3,119,input,jpg
2-1,93,input,jpg
2-2,50,input,jpg
2-3,20,input,jpg
3-1,2,input,jpg
3-2,116,input,jpg
3-3,59,input,jpg
4-1,67,input,jpg
4-2,9,input,jpg
4-3,28,input,jpg
5-1,88,input,jpg
5-2,5,input,jpg
5-3,44,input,jpg
