label,unit,attr,imgType
Like,0,input,none
Hanayaka,116,input,none
Odayaka,40,input,none
Sawayaka,100,input,none
Natural,4,input,none
Elegant,59,input,none
Classic,9,input,none
Kudoi,119,input,none
Atatakai,55,input,none
Yawarakai,72,input,none
Wakawakashii,113,input,none
